Index,Global_active_power KW,Global_reactive_power KW,Apparent_power_KVA
312,1.916,0.054,1.9167608092821597
313,0.384,0.0,0.384
314,2.334,0.06,2.33477108085568
315,2.32,0.06,2.320775732379154
316,2.306,0.062,2.3068333273125736
317,2.306,0.064,2.3068879469969925
318,0.436,0.0,0.436
319,1.584,0.05,1.584788944938726
320,2.328,0.062,2.328825455030926
321,2.326,0.062,2.3268261645425943
322,2.334,0.06,2.33477108085568
323,1.846,0.054,1.846789646927879
324,0.284,0.0,0.284
325,2.342,0.06,2.3427684477984587
326,2.392,0.0,2.392
327,2.414,0.0,2.414
328,2.414,0.0,2.414
329,0.754,0.086,0.758888661135479
330,1.42,0.178,1.4311128536911406
331,2.468,0.162,2.4733111409606354
332,2.474,0.164,2.479429773153497
333,2.488,0.168,2.4936655750120145
334,1.81,0.182,1.819127263277641
335,0.674,0.2,0.7030476513011049
336,2.444,0.094,2.445807024276445
337,2.41,0.068,2.4109591452366006
338,2.412,0.07,2.4130155407705107
339,2.206,0.072,2.2071746645881927
340,0.37,0.1,0.383275357934736
341,2.104,0.076,2.1053721761246873
342,2.404,0.068,2.4049615381539886
343,2.418,0.07,2.419013021874831
344,2.342,0.0,2.342
345,1.262,0.046,1.2628380735470404
346,0.852,0.0,0.852
347,2.34,0.06,2.340769104375739
348,2.336,0.06,2.3367704209014626
349,2.334,0.06,2.33477108085568
350,2.33,0.06,2.330772404161333
351,1.038,0.0,1.038
352,0.386,0.0,0.386
353,2.35,0.06,2.3507658326596466
354,2.346,0.06,2.346767138000701
355,2.346,0.06,2.346767138000701
356,1.834,0.052,1.8347370383790698
357,1.222,0.046,1.2228654872879519
358,2.342,0.06,2.3427684477984587
359,2.334,0.06,2.33477108085568
360,1.666,0.052,1.6668113270553448
361,1.198,0.0,1.198
362,2.35,0.058,2.350715635716069
363,2.398,0.0,2.398
364,2.444,0.072,2.4450603264541346
365,0.406,0.098,0.41766014892493636
366,2.434,0.072,2.435064680865788
367,2.502,0.136,2.50569351677335
368,2.518,0.176,2.5241434190631877
369,1.516,0.19,1.52785994122498
370,1.498,0.188,1.5097509728428724
371,2.508,0.174,2.514028639455008
372,2.504,0.174,2.5100382467205553
373,2.492,0.172,2.497928741978041
374,0.814,0.204,0.8391734028197032
375,2.304,0.18,2.311020553781381
376,2.53,0.182,2.536537797865429
377,2.378,0.0,2.378
378,0.384,0.0,0.384
379,2.37,0.058,2.3707095984114126
380,2.358,0.058,2.358713208510098
381,2.352,0.058,2.352715027367318
382,0.416,0.0,0.416
383,2.654,0.062,2.654724091125102
384,2.54,0.06,2.5407085625864294
385,2.526,0.058,2.526665787159038
386,1.206,0.0,1.206
387,3.844,0.148,3.8468480604255735
388,4.122,0.14,4.124376801408911
389,3.458,0.0,3.458
390,1.988,0.05,1.9886286732318832
391,0.596,0.0,0.596
392,1.29,0.0,1.29
393,2.73,0.06,2.7306592610576663
394,2.734,0.062,2.734702908909851
395,2.764,0.066,2.764787876130825
396,2.586,0.07,2.5869472356428145
397,1.044,0.152,1.055007108980788
398,1.52,0.22,1.5358385331798392
399,3.038,0.194,3.044187904844246
400,2.974,0.194,2.980320788103187
401,2.846,0.198,2.8528792473569577
402,2.848,0.198,2.8548744280615916
403,2.858,0.202,2.865129665477638
404,2.472,0.208,2.480735374843516
405,0.658,0.244,0.70178344238091
406,0.838,0.334,0.9021086409075129
407,2.608,0.298,2.6249700950677517
408,2.598,0.296,2.614807832327263
409,2.56,0.286,2.5759262411800536
410,2.526,0.278,2.541251660107672
411,2.472,0.194,2.4796007743183175
412,1.658,0.166,1.6662892906095266
413,0.422,0.184,0.4603694168817038
414,0.79,0.178,0.8098049147788621
415,2.436,0.12,2.4389538741025834
416,2.396,0.056,2.396654334692427
417,2.338,0.0,2.338
418,2.304,0.062,2.3048340504253226
419,0.276,0.0,0.276
420,0.712,0.0,0.712
421,2.332,0.06,2.3327717419413325
422,2.344,0.058,2.3447174669882935
423,2.354,0.058,2.3547144200518244
424,2.332,0.06,2.3327717419413325
425,2.368,0.056,2.3686620696080727
426,0.612,0.0,0.612
427,0.286,0.0,0.286
428,1.952,0.05,1.9526402638479008
429,2.376,0.056,2.3766598410374167
430,2.374,0.056,2.3746603967725575
431,2.406,0.0,2.406
432,1.004,0.094,1.0083907972606652
433,0.388,0.104,0.40169640277204377
434,1.458,0.09,1.4607751366996906
435,2.48,0.078,2.4812263097105838
436,2.454,0.074,2.45511547589925
437,2.468,0.078,2.4692322693501314
438,2.028,0.084,2.029738899464658
439,0.382,0.108,0.39697355075621854
440,0.902,0.098,0.9073081064335312
441,2.466,0.076,2.467170849373833
442,2.456,0.076,2.4571756143995893
443,2.45,0.074,2.4511172962549144
444,2.448,0.074,2.449118208662048
445,0.93,0.0,0.93
446,0.286,0.0,0.286
447,1.376,0.0,1.376
448,2.456,0.048,2.456469010592236
449,2.456,0.048,2.456469010592236
450,2.444,0.046,2.4444328585584016
451,2.122,0.048,2.1225428146447363
452,0.356,0.07,0.36281675815761316
453,0.952,0.062,0.9540167713410492
454,2.426,0.0,2.426
455,2.42,0.0,2.42
456,2.412,0.0,2.412
457,1.008,0.0,1.008
458,0.43,0.0,0.43
459,2.676,0.088,2.677446544751174
460,3.766,0.208,3.7717396516726867
461,4.582,0.258,4.589257892077977
462,5.282,0.15,5.2841294458027805
463,2.362,0.096,2.363950084075381
464,3.25,0.084,3.2510853572307203
465,4.618,0.104,4.619170921280138
466,5.242,0.178,5.2450212582981965
467,4.86,0.198,4.864031661081166
468,3.738,0.238,3.745569115635166
469,3.426,0.256,3.4355511930402085
470,5.254,0.214,5.258356397202456
471,5.246,0.23,5.251039516133925
472,5.216,0.21,5.220225665620213
473,3.858,0.24,3.8654577995368156
474,2.822,0.188,2.828255292578801
475,3.84,0.164,3.843500487836576
476,4.636,0.14,4.638113409566437
477,4.634,0.152,4.636492208555947
478,4.652,0.142,4.654166735302894
479,3.13,0.13,3.1326985172531363
480,1.756,0.05,1.756711700877523
481,3.478,0.0,3.478
482,4.5,0.0,4.5
483,3.552,0.0,3.552
484,3.94,0.0,3.94
485,2.44,0.0,2.44
486,2.08,0.0,2.08
487,3.652,0.0,3.652
488,4.432,0.0,4.432
489,4.46,0.0,4.46
490,2.186,0.124,2.1895141013476023
491,2.358,0.124,2.3612581392130765
492,3.954,0.098,3.9552142799094967
493,3.746,0.106,3.7474994329552604
494,3.944,0.098,3.945217357763701
495,3.68,0.102,3.6814133155623807
496,1.67,0.13,1.6750522379914008
497,3.214,0.118,3.216165418631324
498,4.5,0.0,4.5
499,3.8,0.0,3.8
500,2.664,0.0,2.664
501,2.528,0.122,2.5309421170781445
502,2.668,0.14,2.671670638383407
503,4.256,0.184,4.259975586784507
504,4.126,0.244,4.133208438973288
505,3.216,0.27,3.2273140535126115
506,0.574,0.302,0.6485984890515857
507,2.344,0.272,2.359728797976581
508,3.804,0.244,3.8118174143051498
509,4.622,0.24,4.6282268743007835
510,3.218,0.25,3.227696392165781
511,0.774,0.294,0.8279565205975492
512,0.572,0.3,0.645897824737009
513,1.952,0.282,1.972264688118712
514,2.608,0.188,2.61476729366114
515,2.6,0.134,2.6034507869364463
516,2.568,0.132,2.5713902854292656
517,1.334,0.148,1.3421847860857312
518,0.362,0.124,0.38264866392031216
519,1.238,0.1,1.2420322057016073
520,2.448,0.088,2.4495811886932835
521,2.426,0.082,2.427385424690525
522,1.794,0.098,1.7966747062281474
523,0.288,0.118,0.31123624467596955
524,0.608,0.12,0.619728973019658
525,2.426,0.082,2.427385424690525
526,2.442,0.088,2.4435850711608142
527,2.428,0.084,2.4294526132443908
528,0.674,0.116,0.6839093507183537
529,0.306,0.128,0.3316926287996162
530,2.09,0.094,2.0921128076659725
531,2.508,0.134,2.511577193717127
532,2.228,0.126,2.231559992471634
533,0.308,0.108,0.3263862742212056
534,0.29,0.102,0.30741502891042916
535,2.442,0.072,2.4430611944853124
536,2.514,0.156,2.5188354452008173
537,2.506,0.202,2.514128079474075
538,0.388,0.234,0.45310043036836767
539,0.538,0.242,0.5899220287461726
540,2.496,0.142,2.500035999740804
541,2.47,0.1,2.4720234626718254
542,2.448,0.096,2.44988162979357
543,0.82,0.126,0.8296240112243617
544,0.308,0.13,0.3343112322372672
545,2.45,0.102,2.4521223460504578
546,2.432,0.092,2.4337395094791883
547,2.444,0.098,2.445964022629932
548,1.97,0.1,1.9725364381932213
549,0.256,0.0,0.256
550,0.508,0.0,0.508
551,2.37,0.0,2.37
552,2.352,0.0,2.352
553,2.14,0.0,2.14
554,0.212,0.0,0.212
555,0.992,0.0,0.992
556,2.362,0.0,2.362
557,2.384,0.0,2.384
558,1.928,0.0,1.928
559,0.218,0.0,0.218
560,0.656,0.0,0.656
561,2.398,0.0,2.398
562,2.412,0.0,2.412
563,1.672,0.0,1.672
564,0.226,0.0,0.226
565,1.632,0.0,1.632
566,2.352,0.0,2.352
567,2.328,0.046,2.3284544230025204
568,0.732,0.0,0.732
569,0.206,0.0,0.206
570,2.332,0.0,2.332
571,2.39,0.0,2.39
572,2.476,0.1,2.4780185632880154
573,0.604,0.126,0.6170024311135248
574,0.38,0.178,0.4196236408974118
575,1.774,0.21,1.786386296409598
576,2.52,0.202,2.5280830682554716
577,2.542,0.214,2.5509919639230536
578,2.228,0.294,2.247313952255003
579,0.59,0.316,0.669295151633418
580,1.354,0.316,1.3903855580377698
581,2.734,0.28,2.748300565804257
582,2.734,0.288,2.7491271342009633
583,2.002,0.214,2.0134050759844624
584,0.472,0.144,0.4934774564253163
585,0.876,0.0,0.876
586,2.324,0.046,2.3244552049889022
587,2.342,0.0,2.342
588,2.326,0.046,2.3264548136596166
589,0.302,0.0,0.302
590,0.208,0.0,0.208
591,2.022,0.0,2.022
592,2.356,0.0,2.356
593,2.346,0.0,2.346
594,2.24,0.0,2.24
595,0.224,0.0,0.224
596,0.424,0.0,0.424
597,2.344,0.0,2.344
598,2.308,0.048,2.3084990794886617
599,2.338,0.0,2.338
600,1.48,0.0,1.48
601,0.222,0.0,0.222
602,0.82,0.0,0.82
603,2.352,0.0,2.352
604,2.312,0.048,2.312498216215528
605,2.324,0.0,2.324
606,0.232,0.0,0.232
607,0.342,0.12,0.36244171945293496
608,1.94,0.098,1.9424736806453775
609,2.456,0.098,2.457954434077247
610,2.448,0.096,2.44988162979357
611,1.838,0.108,1.841170280012145
612,0.32,0.13,0.3453983207834109
613,1.154,0.116,1.1598155025692662
614,2.442,0.096,2.443886249398691
615,2.41,0.09,2.411679912426191
616,2.282,0.096,2.284018388717569
617,0.32,0.126,0.3439127796404199
618,0.812,0.224,0.8423301015635142
619,2.446,0.138,2.449889793439697
620,2.426,0.066,2.426897608058486
621,2.41,0.062,2.4107973784621555
622,0.436,0.096,0.4464437254570838
623,0.492,0.088,0.49980796312183745
624,2.424,0.064,2.4248447372976276
625,2.392,0.058,2.392703073931239
626,2.382,0.0,2.382
627,0.754,0.0,0.754
628,0.412,0.0,0.412
629,2.354,0.0,2.354
630,2.412,0.0,2.412
631,2.426,0.082,2.427385424690525
632,1.384,0.1,1.3876080138136995
633,0.292,0.11,0.31203204963593084
634,1.33,0.098,1.3336056388603041
635,2.396,0.076,2.397205039207118
636,2.422,0.082,2.423387711448583
637,2.402,0.076,2.4032020306249744
638,0.43,0.112,0.44434671147652255
639,0.666,0.104,0.6740712128551405
640,2.42,0.08,2.421321952983535
641,2.39,0.074,2.391145332262345
642,2.446,0.12,2.4489418122936284
643,0.978,0.248,1.0089539137145958
644,0.4,0.254,0.47383119357003084
645,2.432,0.222,2.4421113815712827
646,2.5,0.214,2.5091424830009155
647,2.52,0.22,2.529584946191766
648,0.788,0.246,0.8255059054906876
649,0.402,0.256,0.47659206875482096
650,2.238,0.216,2.248399430706208
651,2.512,0.22,2.5216153552831964
652,2.486,0.212,2.4950230459857483
653,1.936,0.23,1.9496143208337386
654,0.376,0.256,0.45487580722654397
655,0.908,0.078,0.9113440623606432
656,2.336,0.046,2.3364528670615208
657,2.346,0.0,2.346
658,2.328,0.046,2.3284544230025204
659,1.708,0.0,1.708
660,0.206,0.0,0.206
661,0.516,0.0,0.516
662,2.426,0.06,2.426741848652221
663,2.43,0.066,2.4308961310594905
664,2.424,0.06,2.424742460551223
665,2.306,0.064,2.3068879469969925
666,0.288,0.088,0.3011444835954994
667,0.756,0.092,0.7615773105863909
668,3.498,0.05,3.498357328804478
669,3.522,0.054,3.5224139450098706
670,3.46,0.0,3.46
671,3.434,0.05,3.4343639876984504
672,1.646,0.0,1.646
673,1.336,0.0,1.336
674,2.874,0.0,2.874
675,3.41,0.056,3.410459793048439
676,3.412,0.052,3.412396225528331
677,3.386,0.056,3.3864630516218543
678,1.844,0.048,1.8446246230602041
679,1.414,0.106,1.417967559572503
680,3.352,0.086,3.353103040468634
681,3.5,0.08,3.5009141663285606
682,3.516,0.084,3.5170032698307234
683,3.174,0.084,3.1751113366305757
684,1.428,0.114,1.4325431930660937
685,1.994,0.1,1.9965059478999805
686,3.492,0.082,3.4929626393650417
687,3.46,0.076,3.4608345814268557
688,3.492,0.082,3.4929626393650417
689,3.482,0.08,3.4829188908155757
690,1.492,0.104,1.4956202726628174
691,1.326,0.0,1.326
692,3.282,0.046,3.2823223485818693
693,3.422,0.054,3.4224260401066378
694,3.424,0.05,3.4243650506334746
695,3.254,0.054,3.2544480330771917
696,1.32,0.0,1.32
697,2.294,0.0,2.294
698,3.4,0.052,3.400397623808133
699,3.402,0.056,3.4024608741321334
700,3.418,0.05,3.4183656913794347
701,2.994,0.05,2.9944174725645722
702,1.326,0.0,1.326
703,2.02,0.0,2.02
704,3.378,0.056,3.3784641481004356
705,3.372,0.054,3.372432356623332
706,3.374,0.046,3.374313559822205
707,3.426,0.046,3.426308801027718
708,1.462,0.066,1.463488981851247
709,1.834,0.07,1.8353353916927555
710,3.462,0.046,3.462305590210084
711,3.486,0.054,3.4864182193190767
712,2.91,0.056,2.910538781737842
713,0.936,0.09,0.9403169678358464
714,0.338,0.152,0.37060491092266984
715,1.926,0.136,1.9307956909005155
716,2.42,0.088,2.4215994714237943
717,2.438,0.094,2.439811468126175
718,2.43,0.092,2.43174094014967
719,2.454,0.098,2.455956025664955
720,0.424,0.126,0.4423256718753728
721,0.716,0.128,0.7273513593855448
722,2.462,0.098,2.46394967481075
723,2.46,0.1,2.4620316813558674
724,2.418,0.09,2.4196743582556723
725,1.0,0.112,1.0062524534131583
726,0.298,0.118,0.3205120902555783
727,1.65,0.0,1.65
728,2.31,0.048,2.3104986474785045
729,2.332,0.0,2.332
730,2.242,0.046,2.2424718504364773
731,0.224,0.0,0.224
732,0.752,0.0,0.752
733,2.33,0.0,2.33
734,2.322,0.0,2.322
735,2.312,0.048,2.312498216215528
736,0.76,0.0,0.76
737,0.364,0.0,0.364
738,2.336,0.0,2.336
739,2.312,0.048,2.312498216215528
740,2.332,0.0,2.332
741,0.856,0.0,0.856
742,0.864,0.0,0.864
743,2.302,0.05,2.302542942053416
744,2.324,0.0,2.324
745,1.852,0.0,1.852
746,0.226,0.0,0.226
747,2.184,0.0,2.184
748,2.38,0.0,2.38
749,1.92,0.0,1.92
750,0.254,0.0,0.254
751,2.164,0.098,2.166217902243447
752,2.554,0.188,2.560909994513669
753,2.026,0.212,2.037061609279405
754,0.414,0.244,0.48055384713890287
755,2.106,0.206,2.1160510390819973
756,2.522,0.202,2.5300766786799165
757,2.076,0.206,2.0861955804765766
758,0.402,0.238,0.4671702045293557
759,2.118,0.204,2.1278016824882906
760,2.486,0.176,2.49222230148115
761,1.34,0.2,1.354843164355196
762,0.666,0.258,0.714226854717743
763,2.44,0.11,2.4424782496472717
764,2.426,0.082,2.427385424690525
765,1.278,0.096,1.2816005617976296
766,0.43,0.106,0.44287244213204324
767,2.426,0.08,2.427318685298657
768,2.382,0.072,2.3830879127719986
769,2.406,0.078,2.4072640071251015
770,0.33,0.106,0.3466064050187186
771,1.208,0.098,1.21196864645914
772,2.406,0.076,2.4072000332336323
773,2.442,0.086,2.443513863271498
774,2.426,0.082,2.427385424690525
775,2.432,0.084,2.4334502255028765
776,2.414,0.08,2.4153252368987497
777,0.484,0.116,0.49770674096298917
778,0.312,0.112,0.3314935896816106
779,2.352,0.088,2.353645682765356
780,2.428,0.084,2.4294526132443908
781,2.582,0.092,2.583638519607571
782,2.784,0.086,2.785327987867856
783,2.68,0.09,2.6815107682051176
784,1.42,0.098,1.4233776730017933
785,0.908,0.088,0.9122543504966145
786,3.194,0.048,3.194360655905967
787,3.328,0.094,3.3293272593723797
788,2.67,0.094,2.6716541692367297
789,1.238,0.124,1.2441945185540724
790,1.12,0.116,1.1259911189703053
791,0.592,0.128,0.6056797833839264
792,0.8,0.122,0.8092490345993625
793,0.82,0.126,0.8296240112243617
794,0.796,0.116,0.8044078567492986
795,0.798,0.116,0.8063870038635296
796,0.694,0.12,0.7042982322851591
797,0.694,0.136,0.7072001131221628
798,0.758,0.228,0.79154785073298
799,0.682,0.14,0.696221229208073
800,0.664,0.09,0.670071637961196
801,0.642,0.084,0.6474720071169101
802,0.66,0.088,0.6658408218185484
803,0.636,0.082,0.6412643760571766
